cds,ad,media_voto,numero_superamenti
[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE,[E1501N001] DIRITTO DEL TURISMO,24.398230088495577,113
[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE,[E1501N007] LINGUA E TRADUZIONE INGLESE,24.29787234042553,141
[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE,[E1501N081] WEB MARKETING,24.271844660194176,103
[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE,[E1501N005] SOCIOLOGIA GENERALE,24.105555555555554,180
[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE,[E1501N078] SOCIOLOGIA DEL LAVORO,24.026845637583893,149
[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE,[E4001N055] LA COMUNICAZIONE: PRODUZIONE E CONSUMO,24,1
[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE,[E1501N071] SOCIOLOGIA DEL TURISMO,23.93959731543624,149
[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE,[E1501N014] ECONOMIA DEL TURISMO,23.755102040816325,98
[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE,[E1501N002] ECONOMIA AZIENDALE,23.353982300884955,113
[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE,[E3301M183] LINGUA- TEDESCO,23,1
[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE,[E1501N076] GENERE E TURISMO,22.614583333333332,96
[E1502N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE (NETTUNO),[E1501N080] MARKETING,19,1
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[F8701N035] LE FORME DELLA MEDIAZIONE,30,1
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E3901N036] MUTAMENTO SOCIALE E WELFARE,30,1
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E1401A040] CRIMINOLOGIA,30,1
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[A5810060] DIRITTO PENALE (PARTE SPECIALE),30,1
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E2401P120] TEORIE E STRUMENTI PER LA GESTIONE E LO SVILUPPO DEL PERSONALE,29,2
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E2004P038] WEB MARKETING,28.5,2
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E4001N053] ORGANIZZAZIONE E LAVORO,28.333333333333332,3
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E3301M182] LINGUA-SPAGNOLO,27.5,2
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E1601N033] ECONOMIA E MANAGEMENT DELLE RETI E DELLE PICCOLE IMPRESE,27.262135922330096,103
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,"[E3901N037] INCLUSIONE SOCIALE, RETI E WELFARE",27,1
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E1803M060] LINGUA - SPAGNOLO,27,2
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E1601N017] DIRITTO DEL LAVORO,26.76,125
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E1601N044] ECONOMIA AZIENDALE 2,26.440366972477065,109
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E1601N034] MANAGEMENT DEI SERVIZI PUBBLICI E DELLE ORGANIZZAZIONI NO PROFIT,25.736842105263158,76
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E1601N050] LE ORGANIZZAZIONI COMPLESSE,25.705882352941178,102
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E1801M052] LINGUA - SPAGNOLO,25.571428571428573,7
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E1901R101] GESTIONE DELLE RISORSE UMANE,25.5,2
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E1601N054] PRINCIPI DI ECONOMIA,25.370967741935484,62
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E1601N055] SCIENZA DELLA POLITICA,25.21794871794872,78
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E2401P028] PSICOLOGIA DEL COMPORTAMENTO ECONOMICO E DEI CONSUMI,25,1
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E1501N053] ARTE E ARCHITETTURA,25,1
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E1601N008] FONDAMENTI DI ORGANIZZAZIONE,24.960199004975124,201
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E1601N006] INGLESE,24.918803418803417,234
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E1601N040] ECONOMIA AZIENDALE 1,24.842391304347824,184
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E1601N009] SOCIOLOGIA ECONOMICA E DEL LAVORO,24.767441860465116,86
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E1601N001] SOCIOLOGIA E RICERCA SOCIALE,24.716867469879517,166
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E3901N005] ECONOMIA POLITICA,24.666666666666668,3
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,"[E4001N067] CULTURE, DIFFERENZE, CONFLITTI",24.6,10
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E1601N003] DIRITTO PRIVATO,24.091549295774648,142
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E1601N002] ISTITUZIONI DI DIRITTO PUBBLICO,24.045112781954888,133
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E1601N049] ORDINAMENTO E DIRITTO REGIONALE,23.91578947368421,95
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E1601N010] INNOVAZIONE ORGANIZZATIVA,23.804597701149426,87
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E1601N043] RETI DI IMPRESE E TERRITORIO,23.632911392405063,79
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E1501N080] MARKETING,23.5,4
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E1601N056] SVILUPPO E ORGANIZZAZIONI,23.06122448979592,49
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E4001N058] POVERTA' E SALUTE,23,1
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E4001N014] PSICOLOGIA SOCIALE,23,1
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E1501N009] SOCIOLOGIA DELLA CULTURA E DEL TEMPO LIBERO,23,1
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E1801M050] LINGUA - FRANCESE,22.5,2
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E1601N004] STATISTICA,22.345588235294116,136
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E1601N021] ANTROPOLOGIA ECONOMICA,22.033333333333335,90
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E1501N081] WEB MARKETING,21,1
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E1601N020] MATEMATICA,20.977011494252874,87
[E1601N] SCIENZE DELL'ORGANIZZAZIONE,[E2001R010] ORGANIZZAZIONE AZIENDALE,20,1
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1802M121] DIRITTO TRIBUTARIO,29,6
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E2001R024] TEORIA E TECNICA DEI NUOVI MEDIA,28.77777777777778,18
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E2004P025] PSICOLOGIA ECONOMICA E DEL LAVORO,28.666666666666668,6
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E3301M146] ECONOMIA DELLE AZIENDE PUBBLICHE,28.416666666666668,12
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1802M122] ORGANIZZAZIONE E CONTROLLO AZIENDALE,28,4
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1601N034] MANAGEMENT DEI SERVIZI PUBBLICI E DELLE ORGANIZZAZIONI NO PROFIT,28,5
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E2001R005] SOCIOLOGIA DELLA COMUNICAZIONE,27.58,50
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E3301M151] LEGISLAZIONE BANCARIA,27.5,2
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E3301M136] ECONOMIA DEL TURISMO E DELL'INDUSTRIA TURISTICA,27.25,4
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1802M126] DIRITTO DEL LAVORO,27.22222222222222,9
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1801M035] MARKET-DRIVEN MANAGEMENT,27.09090909090909,275
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI","[E3301M142] IMPRESE,MERCATI E POLITICHE DELLA CONCORRENZA",27,1
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E2401P028] PSICOLOGIA DEL COMPORTAMENTO ECONOMICO E DEI CONSUMI,27,1
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1601N043] RETI DI IMPRESE E TERRITORIO,27,7
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1801M047] MATEMATICA GENERALE,26.959731543624162,298
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1801M042] CORPORATE GLOBAL COMMUNICATIONS,26.937282229965156,287
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E3301M140] DIRITTO DEI TRASPORTI,26.914285714285715,35
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1601N033] ECONOMIA E MANAGEMENT DELLE RETI E DELLE PICCOLE IMPRESE,26.86111111111111,36
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1901R101] GESTIONE DELLE RISORSE UMANE,26.73469387755102,49
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1802M117] BILANCIO E ANALISI ECONOMICO FINANZIARIA,26.5,2
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1501N065] ECONOMIA CULTURALE E AMBIENTALE,26.5,18
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E3301M152] DIRITTO DEL LAVORO,26.333333333333332,6
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1801M005] ECONOMIA POLITICA,26.309734513274336,226
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1801M044] DIRITTO PUBBLICO COMUNITARIO,26.301020408163264,196
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1801M045] ECONOMIA E DIRITTO DEGLI SCAMBI E DEI MERCATI GLOBALI,26.17241379310345,174
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1801M031] ECONOMIA AZIENDALE,26.072413793103447,290
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1801M053] LINGUA - TEDESCO,25.944444444444443,18
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1801M043] MARKETING,25.88671875,256
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E4001N053] ORGANIZZAZIONE E LAVORO,25.666666666666668,9
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1801M052] LINGUA - SPAGNOLO,25.529411764705884,136
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E2004P029] PSICOLOGIA DEL COMPORTAMENTO ECONOMICO E DEI CONSUMI,25.192307692307693,26
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1801M030] DIRITTO COMMERCIALE,25.16216216216216,148
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E3301M190] ECONOMIA DEL MERCATO MOBILIARE,25,2
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1801M046] STATISTICA PER IL MARKETING,24.84027777777778,144
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1801M004] ISTITUZIONI DI DIRITTO PUBBLICO,24.73090909090909,275
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E2001R010] ORGANIZZAZIONE AZIENDALE,24.666666666666668,6
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1801M033] ISTITUZIONI DI DIRITTO PRIVATO,24.56687898089172,157
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1801M028] ELEMENTI DI CONTABILITÀ E BILANCIO,24.49173553719008,242
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI","[E3301M141] ECONOMIA, ETICA ED EVOLUZIONE DELLE IDEE",24.473684210526315,19
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1801M050] LINGUA - FRANCESE,24.444444444444443,72
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1801M051] LINGUA - INGLESE,24.405263157894737,190
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1801M041] ISTITUZIONI E STORIA DELL'ECONOMIA,24.094059405940595,202
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E2004P038] WEB MARKETING,23.88,25
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1801M048] MATEMATICA PER IL MARKETING,23.804054054054053,148
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E2401P120] TEORIE E STRUMENTI PER LA GESTIONE E LO SVILUPPO DEL PERSONALE,23.6,5
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1801M039] STATISTICA I,23.39316239316239,117
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1801M032] INFORMATICA GENERALE,22.055172413793102,145
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E3301M155] CONTABILITA' DEGLI ENTI PUBBLICI,22,3
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1803M081] FINANZA AZIENDALE,21.22222222222222,9
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1803M075] ECONOMIA DELLE ISTITUZIONI FINANZIARIE,19,1
"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",[E1801M018] ABILITÀ INFORMATICHE PREPARAZIONE TESI,,199
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E3301M153] DIRITTO AMMINISTRATIVO E DELLE AUTONOMIE,30,1
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1802M127] PROGRAMMAZIONE BASE DI DATI E SISTEMI INFORMATIVI,30,2
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1802M125] TEORIA DEI CAMPIONI E SOFTWARE STATISTICI,30,1
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,"[E3301M141] ECONOMIA, ETICA ED EVOLUZIONE DELLE IDEE",29,1
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1802M122] ORGANIZZAZIONE E CONTROLLO AZIENDALE,28.956521739130434,184
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E3301M146] ECONOMIA DELLE AZIENDE PUBBLICHE,28.666666666666668,27
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1803M075] ECONOMIA DELLE ISTITUZIONI FINANZIARIE,28,1
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1802M030] DIRITTO COMMERCIALE,27.257861635220127,159
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1802M126] DIRITTO DEL LAVORO,27.176470588235293,17
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E3301M151] LEGISLAZIONE BANCARIA,27.166666666666668,6
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E3301M150] DIRITTO INTERNAZIONALE ED EUROPEO DELL'ECONOMIA,27,3
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1801M045] ECONOMIA E DIRITTO DEGLI SCAMBI E DEI MERCATI GLOBALI,27,1
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[A5810061] DIRITTO PENALE COMMERCIALE,27,1
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1801M042] CORPORATE GLOBAL COMMUNICATIONS,26.864864864864863,37
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1802M133] MICROECONOMIA E STORIA ECONOMICA,26.629441624365484,197
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E3301M154] DIRITTO DEI MERCATI FINANZIARI,26.6,5
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1802M132] LINGUA-TEDESCO,26.6,15
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1802M121] DIRITTO TRIBUTARIO,26.56122448979592,196
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1802M123] TECNICA PROFESSIONALE,26.44516129032258,155
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1802M117] BILANCIO E ANALISI ECONOMICO FINANZIARIA,26.40650406504065,123
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1802M006] ECONOMIA POLITICA,26.31764705882353,170
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1801M043] MARKETING,26.2,35
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1802M118] METODI MATEMATICI,26.112,125
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1802M120] FINANZA PUBBLICA,26.092391304347824,184
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1803M070] ECONOMIA DEL MERCATO MOBILIARE,26,5
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1802M130] LINGUA- SPAGNOLO,25.59090909090909,66
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1802M124] PROBABILITA' E INFERENZA STATISTICA,25.4,5
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1802M116] MANAGEMENT,25.314285714285713,210
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1802M131] LINGUA - FRANCESE,25.27659574468085,94
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E3301M138] ECONOMIA E TECNICA DELLA COMUNICAZIONE AZIENDALE,25.263157894736842,19
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1802M033] INFORMATICA GENERALE,25.242857142857144,70
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E3301M149] DIRITTO PUBBLICO DELL'ECONOMIA I,25.2,10
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1802M034] ISTITUZIONI DI DIRITTO PRIVATO,24.735632183908045,174
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,"[E3301M148] ECONOMIA,GESTIONE DELLE IMPRESE INDUSTRIALI E MARKETING",24.729166666666668,48
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1802M005] ISTITUZIONI DI DIRITTO PUBBLICO,24.408239700374533,267
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1802M007] RAGIONERIA GENERALE ED APPLICATA,24.306878306878307,189
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E3301M155] CONTABILITA' DEGLI ENTI PUBBLICI,24.1,10
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1803M050] GESTIONE BANCARIA,24.09090909090909,11
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1802M031] ECONOMIA AZIENDALE,23.954545454545453,286
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1802M119] METODI STATISTICI PER L'AMMINISTRAZIONE DELLE IMPRESE,23.897058823529413,68
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1802M129] LINGUA INGLESE,23.707070707070706,198
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1802M115] METODI QUANTITATIVI PER L'AMMINISTRAZIONE DELLE IMPRESE,23.01818181818182,110
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[A5810056] DIRITTO FALLIMENTARE,23,1
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1803M054] ECONOMIA DEL SETTORE FINANZIARIO,19,1
[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,[E1802M026] ABILITÀ INFORMATICHE PREPARAZIONE TESI,,163
"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",[E2001R055] LINGUA CINESE I,30,2
"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",[E1802M122] ORGANIZZAZIONE E CONTROLLO AZIENDALE,30,1
"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",[E3301M158] METODI QUANTITATIVI PER LE ASSICURAZIONI E LE BANCHE,29.75,4
"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",[E1801M035] MARKET-DRIVEN MANAGEMENT,28.8,5
"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",[E3301M146] ECONOMIA DELLE AZIENDE PUBBLICHE,28.785714285714285,14
"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",[A5810077] DIRITTO DELLE ASSICURAZIONI,28.5,2
"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI","[E3301M141] ECONOMIA, ETICA ED EVOLUZIONE DELLE IDEE",28,1
"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",[E3301M150] DIRITTO INTERNAZIONALE ED EUROPEO DELL'ECONOMIA,27.8,5
"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",[E1803M052] DIRITTO COMMERCIALE E LEGISLAZIONE BANCARIA,27.350746268656717,134
"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",[E1802M120] FINANZA PUBBLICA,27,1
"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",[E1802M116] MANAGEMENT,27,6
"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",[A5810050] DIRITTO DEI MERCATI FINANZIARI,27,1
"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",[E1801M042] CORPORATE GLOBAL COMMUNICATIONS,26.692307692307693,26
"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",[E3301M154] DIRITTO DEI MERCATI FINANZIARI,26.639344262295083,61
"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",[E3301M144] ECONOMIA INTERNAZIONALE,26.625,8
"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",[E3301M195] FONDAMENTI DI RAGIONERIA GENERALE E APPLICATA,26.25,4
"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",[E2004P025] PSICOLOGIA ECONOMICA E DEL LAVORO,26.2,5
"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",[E1803M049] CONTABILITA' E BILANCIO,26.19496855345912,159
"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",[E1803M101] MACROECONOMIA,25.793548387096774,155
"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",[E1803M038] ISTITUZIONI DI DIRITTO PRIVATO,25.768558951965066,229
"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",[E1803M070] ECONOMIA DEL MERCATO MOBILIARE,25.531645569620252,79
"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",[E1803M059] LINGUA- TEDESCO,25.181818181818183,11
"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",[E1803M058] LINGUA - FRANCESE,25.16216216216216,37
"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",[E1803M100] MICROECONOMIA E STORIA ECONOMICA,25.13125,160
"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",[E1803M060] LINGUA - SPAGNOLO,25.043478260869566,46
"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",[E4101B040] BASI DI DATI,25,1
"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",[E3301M145] BILANCIO,25,1
"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",[E1803M075] ECONOMIA DELLE ISTITUZIONI FINANZIARIE,24.940860215053764,186
"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",[E1803M004] ISTITUZIONI DI DIRITTO PUBBLICO,24.80603448275862,232
"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",[E1803M041] STATISTICA I,24.785123966942148,121
